 time            v(A0)           v(A1)           v(A2)           v(A3)           v(A4)           v(B0)           v(B1)           v(B2)           v(B3)           v(B4)           v(Cin)          v(S0)           v(S1)           v(S2)           v(S3)           v(S4)           v(Cout)        
 7.00110000e-07  1.62000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.62000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000043e+00  1.80003152e+00  1.79991106e+00  1.80000145e+00  1.80000045e+00  2.33974727e-07 
 7.00130000e-07  1.26000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.26000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000047e+00  1.79995456e+00  1.80004190e+00  1.79999845e+00  1.79999956e+00  3.08727213e-08 
 7.00170000e-07  5.40000000e-01  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  5.40000000e-01  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999948e+00  1.80004812e+00  1.79996832e+00  1.80000190e+00  1.80000033e+00 -1.05303199e-08 
 7.00200000e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999995e+00  1.79996933e+00  1.80002086e+00  1.79999829e+00  1.79999971e+00  4.44833208e-08 
 7.00205450e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999762e+00  1.79994195e+00  1.80000296e+00  1.79999708e+00  1.79999985e+00 -6.35232472e-08 
 7.00216350e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999038e+00  1.79980247e+00  1.79998662e+00  1.79999420e+00  1.79999997e+00 -1.03769317e-07 
 7.00238150e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000953e+00  1.79995964e+00  1.79993946e+00  1.79998262e+00  1.80000009e+00  1.28148087e-07 
 7.00260569e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80001229e+00  1.80044171e+00  1.80010134e+00  1.79999796e+00  1.79999950e+00 -5.02406171e-07 
 7.00283569e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79998047e+00  1.79988351e+00  1.80002273e+00  1.80007515e+00  1.80000088e+00  6.07260199e-07 
 7.00316277e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80001261e+00  1.80012393e+00  1.79993431e+00  1.79994099e+00  1.79999974e+00  6.51622078e-07 
 7.00344568e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79998926e+00  1.79941557e+00  1.80004034e+00  1.80001387e+00  1.79999906e+00 -1.50911122e-06 
 7.00374309e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000793e+00  1.80058615e+00  1.79996771e+00  1.79997716e+00  1.80000379e+00  4.27875011e-06 
 7.00402345e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999856e+00  1.80569691e+00  1.80003549e+00  1.80004182e+00  1.80000100e+00  5.28465355e-06 
 7.00433556e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999590e+00  1.79931257e+00  1.79996193e+00  1.79996541e+00  1.79996533e+00 -4.77247574e-05 
 7.00468300e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000635e+00  1.79501704e+00  1.80002884e+00  1.80001893e+00  1.79999287e+00 -5.71936771e-05 
 7.00505334e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999541e+00  1.80128724e+00  1.79997916e+00  1.79998706e+00  1.80008700e+00  2.72726041e-04 
 7.00556285e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000306e+00  1.79910989e+00  1.80001537e+00  1.80000780e+00  1.80006766e+00  1.61857622e-03 
 7.00609684e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999753e+00  1.80068221e+00  1.79998924e+00  1.79999830e+00  1.79399775e+00 -1.72421195e-02 
 7.00658618e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000183e+00  1.79946509e+00  1.80000734e+00  1.79999676e+00  1.80904256e+00  2.44233425e-01 
 7.00705142e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999863e+00  1.80041658e+00  1.79999536e+00  1.80000671e+00  1.79758816e+00  1.24667733e+00 
 7.00751250e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000096e+00  1.79967143e+00  1.80000289e+00  1.79999159e+00  1.79908761e+00  1.83616819e+00 
 7.00793577e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999933e+00  1.80025143e+00  1.79999836e+00  1.80000920e+00  1.80177620e+00  1.78750098e+00 
 7.00840671e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000041e+00  1.79979988e+00  1.80000089e+00  1.79999066e+00  1.79826481e+00  1.80630454e+00 
 7.00890637e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999973e+00  1.80015980e+00  1.79999959e+00  1.80000923e+00  1.80147070e+00  1.79621514e+00 
 7.00990569e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000016e+00  1.79985658e+00  1.80000022e+00  1.79999085e+00  1.79866649e+00  1.80302949e+00 
 7.01155385e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999986e+00  1.80013416e+00  1.79999986e+00  1.80000905e+00  1.80124929e+00  1.79735887e+00 
 7.01442496e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000009e+00  1.79987087e+00  1.80000007e+00  1.79999097e+00  1.79880025e+00  1.80246268e+00 
 7.02016720e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999989e+00  1.80012669e+00  1.79999993e+00  1.80000898e+00  1.80117983e+00  1.79763816e+00 
 7.03047908e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000008e+00  1.79987467e+00  1.80000003e+00  1.79999101e+00  1.79883661e+00  1.80232469e+00 
 7.05074023e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999990e+00  1.80012467e+00  1.79999995e+00  1.80000896e+00  1.80116062e+00  1.79771018e+00 
 7.09126254e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000007e+00  1.79987569e+00  1.80000002e+00  1.79999102e+00  1.79884633e+00  1.80228856e+00 
 7.17230716e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999990e+00  1.80012416e+00  1.79999995e+00  1.80000896e+00  1.80115577e+00  1.79772799e+00 
 7.33439639e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000007e+00  1.79987594e+00  1.80000002e+00  1.79999102e+00  1.79884875e+00  1.80227961e+00 
 7.53439639e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999990e+00  1.80012401e+00  1.79999996e+00  1.80000896e+00  1.80115429e+00  1.79773343e+00 
 7.73439639e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000007e+00  1.79987607e+00  1.80000002e+00  1.79999102e+00  1.79885006e+00  1.80227474e+00 
 7.93439639e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999990e+00  1.80012387e+00  1.79999996e+00  1.80000895e+00  1.80115298e+00  1.79773821e+00 
 8.00000000e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000007e+00  1.79987635e+00  1.80000001e+00  1.79999102e+00  1.79885270e+00  1.80226503e+00 
 8.00010000e-07  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000068e+00  1.79997322e+00  1.80000211e+00  1.80000087e+00  1.79972990e+00  1.80073771e+00 
 8.00030000e-07  5.40000000e-01  5.40000000e-01  5.40000000e-01  1.80000000e+00  1.80000000e+00  5.40000000e-01  5.40000000e-01  5.40000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999814e+00  1.80001009e+00  1.79999470e+00  1.79999650e+00  1.80012568e+00  1.79974995e+00 
 8.00070000e-07  1.26000000e+00  1.26000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  1.26000000e+00  1.26000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000109e+00  1.79999156e+00  1.80000397e+00  1.80000266e+00  1.79990873e+00  1.80014663e+00 
 8.00100000e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000402e+00  1.80000821e+00  1.79999822e+00  1.79999564e+00  1.80005689e+00  1.79992333e+00 
 8.00103851e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.73068820e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.73068820e+00  1.80000000e+00  1.80000000e+00  1.80000270e+00  1.80000409e+00  1.79999901e+00  1.79999271e+00  1.80002087e+00  1.79995414e+00 
 8.00111552e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.59206461e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.59206461e+00  1.80000000e+00  1.80000000e+00  1.79999869e+00  1.80000414e+00  1.80000674e+00  1.80001510e+00  1.80000005e+00  1.79999409e+00 
 8.00126955e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.31481743e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.31481743e+00  1.80000000e+00  1.80000000e+00  1.79999005e+00  1.79999596e+00  1.80000727e+00  1.80003611e+00  1.80000655e+00  1.80000457e+00 
 8.00151985e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.64268982e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.64268982e-01  1.80000000e+00  1.80000000e+00  1.80000657e+00  1.80001074e+00  1.80001501e+00  1.79999582e+00  1.79999202e+00  1.79999658e+00 
 8.00176939e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.15092974e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.15092974e-01  1.80000000e+00  1.80000000e+00  1.80000444e+00  1.80001790e+00  1.79999841e+00  1.79992874e+00  1.80000763e+00  1.80000296e+00 
 8.00200000e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79998903e+00  1.79994838e+00  1.79985354e+00  1.79984359e+00  1.79997789e+00  1.79998661e+00 
 8.00204991e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999314e+00  1.79992508e+00  1.79985852e+00  1.79995590e+00  1.79999022e+00  1.79999086e+00 
 8.00214973e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999818e+00  1.79987634e+00  1.79993547e+00  1.80015743e+00  1.79999955e+00  1.79999495e+00 
 8.00234936e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000235e+00  1.79995026e+00  1.80025149e+00  1.80044287e+00  1.80000236e+00  1.79999992e+00 
 8.00265209e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000201e+00  1.80042792e+00  1.80039617e+00  1.79957172e+00  1.80008322e+00  1.80006497e+00 
 8.00293753e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999812e+00  1.79977907e+00  1.79676136e+00  1.79225950e+00  1.80008998e+00  1.80011906e+00 
 8.00323318e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000491e+00  1.79242504e+00  1.79257832e+00  1.80386401e+00  1.79946801e+00  1.79942663e+00 
 8.00351462e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999789e+00  1.80266184e+00  1.80962740e+00  1.80489049e+00  1.80019840e+00  1.79644263e+00 
 8.00381099e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999506e+00  1.80566873e+00  1.80107436e+00  1.79870625e+00  1.80227441e+00  1.81094446e+00 
 8.00408008e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000285e+00  1.79926685e+00  1.80134005e+00  1.80497654e+00  1.80376917e+00  1.86527963e+00 
 8.00436592e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000081e+00  1.80023426e+00  1.80485209e+00  1.80154052e+00  1.79799977e+00  1.51490997e+00 
 8.00467023e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999629e+00  1.79983507e+00  1.79658454e+00  1.79627504e+00  1.79641599e+00  5.84499377e-01 
 8.00489365e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000542e+00  1.80014800e+00  1.79764282e+00  1.79745792e+00  1.79995562e+00  1.04831595e-01 
 8.00514534e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999883e+00  1.79987285e+00  1.79844988e+00  1.79994200e+00  1.79958725e+00 -6.73319803e-03 
 8.00540486e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999874e+00  1.80011640e+00  1.80015990e+00  1.79972611e+00  1.80021904e+00  2.88599897e-03 
 8.00570460e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000097e+00  1.79988787e+00  1.79981084e+00  1.80016577e+00  1.79983088e+00 -8.17334902e-04 
 8.00617480e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999867e+00  1.80010624e+00  1.80014232e+00  1.79986168e+00  1.80013447e+00  6.35397957e-04 
 8.00711519e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000146e+00  1.79989588e+00  1.79987381e+00  1.80012339e+00  1.79987823e+00 -5.46633324e-04 
 8.00899598e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999848e+00  1.80010295e+00  1.80011843e+00  1.79988300e+00  1.80011574e+00  5.10116712e-04 
 8.01275755e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000150e+00  1.79989761e+00  1.79988519e+00  1.80011389e+00  1.79988711e+00 -4.93951255e-04 
 8.02006852e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999847e+00  1.80010212e+00  1.80011302e+00  1.79988769e+00  1.80011145e+00  4.85485414e-04 
 8.03469047e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000151e+00  1.79989804e+00  1.79988788e+00  1.80011154e+00  1.79988927e+00 -4.81865411e-04 
 8.06393436e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010190e+00  1.80011169e+00  1.79988885e+00  1.80011038e+00  4.79561197e-04 
 8.11579125e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000151e+00  1.79989815e+00  1.79988857e+00  1.80011094e+00  1.79988982e+00 -4.78803997e-04 
 8.21375040e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010184e+00  1.80011131e+00  1.79988919e+00  1.80011007e+00  4.77882862e-04 
 8.39678237e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000152e+00  1.79989818e+00  1.79988877e+00  1.80011076e+00  1.79988999e+00 -4.77913642e-04 
 8.59678237e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010182e+00  1.80011118e+00  1.79988930e+00  1.80010997e+00  4.77289874e-04 
 8.79678237e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000152e+00  1.79989820e+00  1.79988890e+00  1.80011065e+00  1.79989009e+00 -4.77347084e-04 
 8.99678237e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010180e+00  1.80011105e+00  1.79988942e+00  1.80010986e+00  4.76724543e-04 
 9.00100000e-07  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000153e+00  1.79989870e+00  1.79989194e+00  1.80010795e+00  1.79989255e+00 -4.63993856e-04 
 9.00110000e-07  1.62000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.62000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999946e+00  1.79999254e+00  1.79997482e+00  1.80002018e+00  1.79997882e+00 -1.45282458e-04 
 9.00130000e-07  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000136e+00  1.80000241e+00  1.80001178e+00  1.79998677e+00  1.80001048e+00  8.98774463e-05 
 9.00170000e-07  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999874e+00  1.80000674e+00  1.79999132e+00  1.80001010e+00  1.79999143e+00 -4.54894364e-05 
 9.00200000e-07  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000051e+00  1.79999982e+00  1.80000585e+00  1.79999294e+00  1.80000608e+00  2.90621582e-05 
 9.00205450e-07  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999774e+00  1.79995134e+00  1.79999745e+00  1.79999477e+00  1.80000173e+00  5.75334820e-06 
 9.00216350e-07  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999022e+00  1.79980006e+00  1.79998739e+00  1.79999403e+00  1.79999918e+00 -3.62012152e-07 
 9.00238150e-07  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000942e+00  1.79996025e+00  1.79993281e+00  1.79998037e+00  1.80000045e+00  2.61176614e-06 
 9.00260672e-07  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80001267e+00  1.80044185e+00  1.80011188e+00  1.79999927e+00  1.79999947e+00 -1.69003067e-06 
