 time            v(A0)           v(A1)           v(A2)           v(A3)           v(A4)           v(B0)           v(B1)           v(B2)           v(B3)           v(B4)           v(Cin)          v(S0)           v(S1)           v(S2)           v(S3)           v(S4)           v(Cout)        
 7.15351525e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999990e+00  1.80012393e+00  1.79999996e+00  1.80000895e+00  1.80109654e+00  1.79774146e+00 
 7.17351525e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000007e+00  1.79987615e+00  1.80000002e+00  1.79999103e+00  1.79890746e+00  1.80226666e+00 
 7.19351525e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999990e+00  1.80012380e+00  1.79999996e+00  1.80000895e+00  1.80109540e+00  1.79774622e+00 
 7.20000000e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000007e+00  1.79987643e+00  1.80000002e+00  1.79999103e+00  1.79890977e+00  1.80225689e+00 
 7.20001000e-06  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000068e+00  1.79997324e+00  1.80000211e+00  1.80000087e+00  1.79975614e+00  1.80073511e+00 
 7.20003000e-06  5.40000000e-01  5.40000000e-01  5.40000000e-01  1.80000000e+00  1.80000000e+00  5.40000000e-01  5.40000000e-01  5.40000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999814e+00  1.80001008e+00  1.79999470e+00  1.79999650e+00  1.80012025e+00  1.79975081e+00 
 7.20007000e-06  1.26000000e+00  1.26000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  1.26000000e+00  1.26000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000109e+00  1.79999156e+00  1.80000397e+00  1.80000266e+00  1.79991150e+00  1.80014603e+00 
 7.20010000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000402e+00  1.80000820e+00  1.79999822e+00  1.79999564e+00  1.80005588e+00  1.79992368e+00 
 7.20010385e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.73068820e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.73068820e+00  1.80000000e+00  1.80000000e+00  1.80000270e+00  1.80000409e+00  1.79999901e+00  1.79999271e+00  1.80002018e+00  1.79995434e+00 
 7.20011155e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.59206461e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.59206461e+00  1.80000000e+00  1.80000000e+00  1.79999869e+00  1.80000414e+00  1.80000674e+00  1.80001510e+00  1.79999988e+00  1.79999410e+00 
 7.20012695e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.31481743e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.31481743e+00  1.80000000e+00  1.80000000e+00  1.79999005e+00  1.79999596e+00  1.80000727e+00  1.80003611e+00  1.80000658e+00  1.80000457e+00 
 7.20015199e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.64268976e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.64268976e-01  1.80000000e+00  1.80000000e+00  1.80000657e+00  1.80001074e+00  1.80001501e+00  1.79999582e+00  1.79999200e+00  1.79999658e+00 
 7.20017694e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.15092958e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.15092958e-01  1.80000000e+00  1.80000000e+00  1.80000444e+00  1.80001790e+00  1.79999841e+00  1.79992874e+00  1.80000765e+00  1.80000296e+00 
 7.20020000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79998903e+00  1.79994838e+00  1.79985354e+00  1.79984359e+00  1.79997787e+00  1.79998662e+00 
 7.20020499e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999314e+00  1.79992508e+00  1.79985852e+00  1.79995590e+00  1.79999022e+00  1.79999086e+00 
 7.20021497e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999818e+00  1.79987634e+00  1.79993547e+00  1.80015743e+00  1.79999955e+00  1.79999495e+00 
 7.20023494e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000235e+00  1.79995026e+00  1.80025149e+00  1.80044287e+00  1.80000236e+00  1.79999992e+00 
 7.20026521e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000201e+00  1.80042792e+00  1.80039617e+00  1.79957172e+00  1.80008322e+00  1.80006497e+00 
 7.20029375e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999812e+00  1.79977907e+00  1.79676135e+00  1.79225950e+00  1.80008995e+00  1.80011906e+00 
 7.20032332e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000491e+00  1.79242504e+00  1.79257832e+00  1.80386400e+00  1.79946796e+00  1.79942663e+00 
 7.20035146e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999789e+00  1.80266182e+00  1.80962735e+00  1.80489036e+00  1.80019839e+00  1.79644263e+00 
 7.20038110e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999506e+00  1.80566873e+00  1.80107426e+00  1.79870606e+00  1.80227443e+00  1.81094416e+00 
 7.20040801e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000285e+00  1.79926685e+00  1.80134011e+00  1.80497680e+00  1.80376931e+00  1.86528033e+00 
 7.20043659e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000081e+00  1.80023426e+00  1.80485220e+00  1.80154063e+00  1.79799977e+00  1.51491549e+00 
 7.20046702e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999629e+00  1.79983506e+00  1.79658453e+00  1.79627502e+00  1.79641599e+00  5.84506749e-01 
 7.20048936e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000542e+00  1.80014801e+00  1.79764282e+00  1.79745793e+00  1.79995562e+00  1.04834031e-01 
 7.20051453e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999883e+00  1.79987285e+00  1.79844988e+00  1.79994200e+00  1.79958725e+00 -6.73325798e-03 
 7.20054049e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999874e+00  1.80011640e+00  1.80015990e+00  1.79972611e+00  1.80021904e+00  2.88604586e-03 
 7.20057046e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000097e+00  1.79988787e+00  1.79981084e+00  1.80016577e+00  1.79983088e+00 -8.17345833e-04 
 7.20061748e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999867e+00  1.80010624e+00  1.80014232e+00  1.79986168e+00  1.80013447e+00  6.35400014e-04 
 7.20071152e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000146e+00  1.79989588e+00  1.79987381e+00  1.80012339e+00  1.79987823e+00 -5.46632640e-04 
 7.20089960e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999848e+00  1.80010295e+00  1.80011843e+00  1.79988300e+00  1.80011574e+00  5.10115078e-04 
 7.20127575e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000150e+00  1.79989761e+00  1.79988518e+00  1.80011389e+00  1.79988711e+00 -4.93949203e-04 
 7.20200684e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999847e+00  1.80010212e+00  1.80011302e+00  1.79988769e+00  1.80011145e+00  4.85483209e-04 
 7.20346903e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000151e+00  1.79989804e+00  1.79988788e+00  1.80011154e+00  1.79988927e+00 -4.81863120e-04 
 7.20639341e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010190e+00  1.80011169e+00  1.79988885e+00  1.80011038e+00  4.79558877e-04 
 7.21157908e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000151e+00  1.79989815e+00  1.79988857e+00  1.80011094e+00  1.79988982e+00 -4.78801645e-04 
 7.22137495e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010184e+00  1.80011131e+00  1.79988919e+00  1.80011007e+00  4.77880508e-04 
 7.23967807e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000152e+00  1.79989818e+00  1.79988877e+00  1.80011076e+00  1.79988999e+00 -4.77911273e-04 
 7.25967807e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010182e+00  1.80011118e+00  1.79988930e+00  1.80010997e+00  4.77287509e-04 
 7.27967807e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000152e+00  1.79989820e+00  1.79988890e+00  1.80011065e+00  1.79989009e+00 -4.77344706e-04 
 7.29967807e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999846e+00  1.80010180e+00  1.80011105e+00  1.79988942e+00  1.80010986e+00  4.76722169e-04 
 7.30010000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000153e+00  1.79989870e+00  1.79989194e+00  1.80010795e+00  1.79989254e+00 -4.63996416e-04 
 7.30011000e-06  1.62000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.62000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999946e+00  1.79999254e+00  1.79997482e+00  1.80002018e+00  1.79997882e+00 -1.45284635e-04 
 7.30013000e-06  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000136e+00  1.80000241e+00  1.80001178e+00  1.79998677e+00  1.80001048e+00  8.98771533e-05 
 7.30017000e-06  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999874e+00  1.80000674e+00  1.79999132e+00  1.80001010e+00  1.79999143e+00 -4.54892341e-05 
 7.30020000e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000051e+00  1.79999983e+00  1.80000585e+00  1.79999294e+00  1.80000608e+00  2.90619511e-05 
 7.30020545e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999774e+00  1.79995134e+00  1.79999745e+00  1.79999477e+00  1.80000173e+00  5.75335228e-06 
 7.30021635e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999022e+00  1.79980006e+00  1.79998739e+00  1.79999403e+00  1.79999918e+00 -3.62002887e-07 
 7.30023815e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000942e+00  1.79996025e+00  1.79993281e+00  1.79998037e+00  1.80000045e+00  2.61173818e-06 
 7.30026067e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80001267e+00  1.80044185e+00  1.80011188e+00  1.79999927e+00  1.79999947e+00 -1.69001270e-06 
 7.30028362e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79998049e+00  1.79988844e+00  1.80002664e+00  1.80008122e+00  1.80000075e+00  1.83294572e-06 
 7.30031660e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80001216e+00  1.80011272e+00  1.79993102e+00  1.79992623e+00  1.79999929e+00 -1.19707631e-06 
 7.30034789e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999046e+00  1.79939324e+00  1.79999944e+00  1.80003835e+00  1.80000007e+00  2.92634618e-07 
 7.30038444e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000633e+00  1.80190788e+00  1.79992120e+00  1.79997736e+00  1.80000052e+00  2.06519557e-07 
 7.30041670e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999810e+00  1.80403976e+00  1.80056079e+00  1.80000848e+00  1.79999903e+00 -2.03585886e-07 
 7.30045053e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999798e+00  1.79664636e+00  1.79812607e+00  1.79998811e+00  1.80000111e+00  3.76472623e-08 
 7.30048102e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000713e+00  1.79703287e+00  1.79191495e+00  1.80001318e+00  1.79999889e+00  2.01079042e-07 
 7.30051449e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999322e+00  1.80108916e+00  1.80943570e+00  1.79999239e+00  1.80000093e+00 -3.57367083e-07 
 7.30054534e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000362e+00  1.79919919e+00  1.80105543e+00  1.80000083e+00  1.79999923e+00  4.58271566e-07 
 7.30058081e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999680e+00  1.80062934e+00  1.79861289e+00  1.80000069e+00  1.80000057e+00 -4.59195420e-07 
 7.30062072e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000311e+00  1.79949406e+00  1.80123960e+00  1.80000019e+00  1.79999952e+00  4.70758639e-07 
 7.30070054e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999714e+00  1.80045028e+00  1.79887484e+00  1.80000018e+00  1.80000038e+00 -4.48390677e-07 
 7.30083516e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000262e+00  1.79958019e+00  1.80106453e+00  1.79999964e+00  1.79999962e+00  4.58131775e-07 
 7.30106296e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999748e+00  1.80040320e+00  1.79897578e+00  1.80000045e+00  1.80000033e+00 -4.40957183e-07 
 7.30150200e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000243e+00  1.79960578e+00  1.80100849e+00  1.79999947e+00  1.79999965e+00  4.53421760e-07 
 7.30238008e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999758e+00  1.80039040e+00  1.79900388e+00  1.80000054e+00  1.80000032e+00 -4.38436910e-07 
 7.30413625e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000238e+00  1.79961210e+00  1.80099452e+00  1.79999942e+00  1.79999966e+00  4.52124185e-07 
 7.30764857e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999761e+00  1.80038726e+00  1.79901079e+00  1.80000056e+00  1.80000031e+00 -4.37780054e-07 
 7.31467322e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000236e+00  1.79961367e+00  1.80099105e+00  1.79999941e+00  1.79999966e+00  4.51793525e-07 
 7.32872253e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999761e+00  1.80038647e+00  1.79901251e+00  1.80000057e+00  1.80000031e+00 -4.37614204e-07 
 7.34872253e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000236e+00  1.79961411e+00  1.80099007e+00  1.79999940e+00  1.79999966e+00  4.51699239e-07 
 7.36872253e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999762e+00  1.80038611e+00  1.79901332e+00  1.80000057e+00  1.80000031e+00 -4.37536310e-07 
 7.38872253e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000236e+00  1.79961448e+00  1.80098926e+00  1.79999940e+00  1.79999966e+00  4.51621275e-07 
 7.40000000e-06  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999762e+00  1.80038560e+00  1.79901443e+00  1.80000058e+00  1.80000031e+00 -4.37428058e-07 
 7.40001000e-06  1.80000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999962e+00  1.80007093e+00  1.79984345e+00  1.79999954e+00  1.80000007e+00 -6.61754257e-08 
 7.40003000e-06  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999929e+00  1.79994721e+00  1.80004633e+00  1.80000003e+00  1.79999992e+00  8.57112653e-08 
 7.40007000e-06  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000004e+00  1.80003999e+00  1.79996491e+00  1.79999966e+00  1.80000004e+00 -4.04340814e-08 
 7.40010000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000465e+00  1.79997006e+00  1.80002827e+00  1.79999998e+00  1.79999995e+00  4.54083883e-08 
 7.40010385e-06  1.80000000e+00  1.73074566e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.73074566e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000287e+00  1.79998611e+00  1.79999849e+00  1.79999872e+00  1.79999993e+00 -1.00467287e-08 
 7.40011154e-06  1.80000000e+00  1.59223697e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.59223697e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999874e+00  1.80000836e+00  1.79999793e+00  1.80000194e+00  1.80000006e+00  3.44159657e-08 
 7.40012693e-06  1.80000000e+00  1.31521959e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.31521959e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.79999038e+00  1.80000245e+00  1.80001840e+00  1.80000316e+00  1.79999994e+00  3.51485567e-08 
 7.40015198e-06  1.80000000e+00  8.64350106e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  8.64350106e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000501e+00  1.80000389e+00  1.79999717e+00  1.80000127e+00  1.79999998e+00 -4.26644769e-08 
 7.40017692e-06  1.80000000e+00  4.15474519e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  4.15474519e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000527e+00  1.80001551e+00  1.80001808e+00  1.80000049e+00  1.80000001e+00  4.55082111e-08 
