 time            v(A0)           v(A1)           v(A2)           v(A3)           v(B0)           v(B1)           v(B2)           v(B3)           v(Cin)          v(S0)           v(S1)           v(S2)           v(S3)           v(C4)          
 2.85054170e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -5.85014379e-03 -1.96228645e-06  2.34519226e-06 -5.10172706e-06  1.80000225e+00 
 2.85058774e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.41395802e-03 -4.31701027e-06 -1.83006904e-06  4.87656293e-06  1.79999723e+00 
 2.85064339e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.55459089e-03  5.87296691e-07  1.65609056e-06 -4.38472942e-06  1.80000274e+00 
 2.85071547e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.30777853e-04 -1.79825956e-06 -1.24326886e-06  4.33191055e-06  1.79999730e+00 
 2.85085962e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.37807944e-04  1.37783855e-06  1.24965002e-06 -4.12115394e-06  1.80000256e+00 
 2.85114793e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.23176708e-04 -1.24930155e-06 -1.09465482e-06  4.17613480e-06  1.79999743e+00 
 2.85172456e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.71710465e-04  1.25789020e-06  1.16157644e-06 -4.05456053e-06  1.80000249e+00 
 2.85287780e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.47778196e-04 -1.19822811e-06 -1.05602249e-06  4.14036951e-06  1.79999747e+00 
 2.85518429e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.35801846e-04  1.23143415e-06  1.13928202e-06 -4.03952908e-06  1.80000248e+00 
 2.85979726e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.30244579e-04 -1.18732477e-06 -1.04895550e-06  4.12967129e-06  1.79999748e+00 
 2.86000000e-06  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.15146906e-05  1.13939255e-06  1.06309380e-06 -3.97132420e-06  1.80000241e+00 
 2.86001000e-06  1.80000000e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.08084877e-04  1.48142193e-06  5.73264782e-07  5.86259190e-07  1.80000068e+00 
 2.86003000e-06  5.40000000e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.18791825e-05 -1.40623827e-06 -4.27907979e-07  3.40997800e-07  1.79999904e+00 
 2.86007000e-06  1.26000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.55248477e-04 -1.18435797e-06 -1.48395424e-09 -2.24706828e-07  1.80000072e+00 
 2.86010000e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.65876859e-05  2.78608155e-06  8.32294949e-07  4.62421071e-07  1.80000001e+00 
 2.86010428e-06  1.80000000e+00  1.72299293e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.24727871e-04 -3.77483899e-06 -2.91810919e-06 -2.70951446e-07  1.79999794e+00 
 2.86011283e-06  1.80000000e+00  1.56897880e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.13658562e-03  4.27968702e-06  9.09265821e-07  4.43186431e-07  1.80000186e+00 
 2.86012995e-06  1.80000000e+00  1.26095053e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.79584748e-03  2.90714396e-05  8.32048811e-06  1.36219120e-06  1.80000281e+00 
 2.86015722e-06  1.80000000e+00  7.70020860e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.65156542e-03  7.60517608e-06 -2.84383727e-06 -8.60367964e-07  1.79999548e+00 
 2.86018660e-06  1.80000000e+00  2.41203121e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.77891149e-04  1.24739957e-07  5.19394301e-06  9.48380956e-07  1.80000481e+00 
 2.86020000e-06  1.80000000e+00  3.20010685e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.42454285e-03 -6.50674701e-06 -1.52319084e-05 -2.43936300e-06  1.79999038e+00 
 2.86020524e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.25773500e-03 -3.88242385e-06 -3.54791447e-05 -5.21381612e-06  1.79998117e+00 
 2.86021573e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -7.71985402e-03 -1.20711068e-05 -8.91861070e-05 -1.24647398e-05  1.79995994e+00 
 2.86023671e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.10266916e-02 -3.78439582e-05 -4.04221211e-05 -2.71398170e-06  1.80000755e+00 
 2.86026827e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -4.72874017e-02 -2.11608594e-04  1.19476751e-04  1.57752422e-05  1.80005338e+00 
 2.86030096e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  9.11261889e-04  4.72507115e-04  1.05103298e-04  1.08097444e-05  1.80001927e+00 
 2.86033529e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.28185715e-01  9.31490981e-04  7.45047557e-05  1.36910594e-05  1.80010275e+00 
 2.86037156e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.16347594e+00  3.14924970e-04  7.58116731e-05 -4.09486443e-05  1.79951050e+00 
 2.86041223e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.66950417e+00  1.11395664e-05 -1.35550374e-03 -2.63303116e-05  1.79735144e+00 
 2.86045472e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.78640243e+00 -7.18286251e-03 -4.13799578e-04  4.34084693e-04  1.79803430e+00 
 2.86050189e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80022923e+00 -2.15609611e-02  5.04424405e-03 -1.72808553e-03  1.81454189e+00 
 2.86055037e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000799e+00  2.41950900e-01 -1.39179731e-02 -2.94108282e-03  1.84674687e+00 
 2.86059569e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79986561e+00  8.71268953e-01 -2.29672929e-02  5.56399684e-03  1.50249911e+00 
 2.86064533e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79984447e+00  1.52767475e+00  7.13968576e-01 -1.10325989e-02  5.34367914e-01 
 2.86068133e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80001377e+00  1.74224490e+00  1.43528448e+00 -7.58624409e-03  5.76762768e-02 
 2.86072056e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79989118e+00  1.79177815e+00  1.73844225e+00  3.52264874e-01 -6.35782573e-03 
 2.86076611e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80004741e+00  1.79896799e+00  1.79785563e+00  1.10231146e+00  5.99346510e-03 
 2.86080721e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79993299e+00  1.79946704e+00  1.79932860e+00  1.59310771e+00  4.17053913e-04 
 2.86086165e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80004333e+00  1.79961985e+00  1.80043035e+00  1.80056753e+00  1.32533203e-03 
 2.86093219e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79995385e+00  1.79962518e+00  1.79960673e+00  1.79996478e+00  1.37332351e-04 
 2.86101302e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80004000e+00  1.79972572e+00  1.80039287e+00  1.79977507e+00  2.98101149e-04 
 2.86112518e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79996127e+00  1.79971678e+00  1.79962043e+00  1.80012570e+00 -4.99855344e-05 
 2.86134949e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80003754e+00  1.79983145e+00  1.80037938e+00  1.79976312e+00  6.90419299e-05 
 2.86176381e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79996296e+00  1.79983468e+00  1.79962466e+00  1.80013051e+00 -6.24611313e-05 
 2.86249578e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80003669e+00  1.79993791e+00  1.80037541e+00  1.79978167e+00  5.85767476e-05 
 2.86392847e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79996342e+00  1.79992008e+00  1.79962606e+00  1.80014522e+00 -5.65433504e-05 
 2.86652766e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80003646e+00  1.79999767e+00  1.80037441e+00  1.79980282e+00  5.55003380e-05 
 2.87010000e-06  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79996356e+00  1.79995396e+00  1.79962658e+00  1.80016020e+00 -5.46736428e-05 
 2.87011000e-06  1.62000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79997718e+00  1.79998132e+00  1.80002677e+00  1.80004004e+00 -3.44838764e-05 
 2.87013000e-06  1.26000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79999968e+00  1.79998330e+00  1.80000120e+00  1.79995282e+00 -6.56726977e-07 
 2.87017000e-06  5.40000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80010843e+00  1.79998060e+00  1.79997584e+00  1.80000130e+00  1.65140318e-06 
 2.87020000e-06  1.44306789e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80019707e+00  1.79998276e+00  1.80001999e+00  1.79997421e+00 -1.68741321e-06 
 2.87020677e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80017130e+00  1.79998228e+00  1.80000481e+00  1.79998281e+00  2.38423645e-07 
 2.87022032e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79992919e+00  1.79997626e+00  1.79999331e+00  1.79998559e+00 -1.78798876e-06 
 2.87024742e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79698502e+00  1.79994286e+00  1.79996284e+00  1.79997938e+00 -6.49322573e-06 
 2.87027693e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.79643635e+00  1.79998537e+00  1.80000028e+00  1.79998670e+00  6.59797175e-06 
 2.87032156e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80536971e+00  1.80001465e+00  1.80004190e+00  1.79998919e+00  5.42277904e-07 
 2.87038015e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.85619495e+00  1.79997688e+00  1.79999161e+00  1.79998463e+00 -1.19694904e-07 
 2.87044757e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.08622208e+00  1.79998129e+00  1.79999585e+00  1.79998444e+00  4.21921939e-07 
 2.87050917e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.29774178e-01  1.79997231e+00  1.79998635e+00  1.79998402e+00 -3.32218225e-06 
 2.87055116e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -7.68081083e-03  1.79999114e+00  1.80001026e+00  1.79998658e+00  3.86710288e-06 
 2.87059891e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  5.25455321e-03  1.79997488e+00  1.79999429e+00  1.79998496e+00 -3.88176267e-06 
 2.87065705e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.14377436e-03  1.79998746e+00  1.80000452e+00  1.79998599e+00  3.84212563e-06 
 2.87072732e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  9.84286150e-04  1.79997822e+00  1.79999756e+00  1.79998547e+00 -3.36336812e-06 
 2.87086788e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -6.21729595e-04  1.79998623e+00  1.80000228e+00  1.79998593e+00  3.28373601e-06 
 2.87114900e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.79676982e-04  1.79997978e+00  1.79999799e+00  1.79998599e+00 -3.14902839e-06 
 2.87171123e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -4.16022533e-04  1.79998716e+00  1.80000185e+00  1.79998675e+00  3.13927066e-06 
 2.87283570e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.86383160e-04  1.79998221e+00  1.79999816e+00  1.79998758e+00 -3.07946439e-06 
 2.87508463e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.71585439e-04  1.79999073e+00  1.80000176e+00  1.79998937e+00  3.10469722e-06 
 2.87958249e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.64685923e-04  1.79998739e+00  1.79999820e+00  1.79999146e+00 -3.06221333e-06 
 2.88000000e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.91364390e-04  1.79999369e+00  1.80000161e+00  1.79999176e+00  3.03737388e-06 
 2.88001000e-06  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.54040403e-04  1.79999903e+00  1.80001618e+00  1.79999863e+00  1.86502290e-05 
 2.88003000e-06  5.40000000e-01  5.40000000e-01  5.40000000e-01  5.40000000e-01  5.40000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.63211690e-05  1.79999061e+00  1.80000535e+00  1.79999367e+00 -5.74556573e-06 
 2.88006080e-06  1.09438804e+00  1.09438804e+00  1.09438804e+00  1.09438804e+00  1.09438804e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -4.92622568e-04  1.79996778e+00  1.79994306e+00  1.79996731e+00 -1.05426852e-04 
 2.88008932e-06  1.60770161e+00  1.60770161e+00  1.60770161e+00  1.60770161e+00  1.60770161e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -5.98581968e-04  1.79992451e+00  1.79984468e+00  1.79992863e+00  8.37622115e-05 
 2.88010000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.73953628e-04  1.80001040e+00  1.80002242e+00  1.80000898e+00  5.32552345e-04 
 2.88010290e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.74787308e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.32225604e-03  1.80003176e+00  1.80009724e+00  1.80004326e+00  7.07704190e-04 
 2.88010869e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.64361924e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.35864120e-03  1.80009177e+00  1.80024480e+00  1.80010706e+00  1.05193436e-03 
 2.88012027e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.43511155e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.32749364e-03  1.80018815e+00  1.80043887e+00  1.80018053e+00  1.37874650e-03 
 2.88014344e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.01809618e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  9.68096098e-04  1.80012970e+00  1.80036707e+00  1.80013231e+00  5.06159238e-04 
 2.88017332e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.80169624e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.41745854e-03  1.79965786e+00  1.79929909e+00  1.79958253e+00 -5.57970125e-03 
 2.88020000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.77058368e-12  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.92721125e-03  1.79891921e+00  1.79767258e+00  1.79888785e+00 -1.21009535e-02 
 2.88020341e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.68831796e-03  1.79891548e+00  1.79759581e+00  1.79886793e+00 -1.22121352e-02 
 2.88021024e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.23702526e-03  1.79893669e+00  1.79752276e+00  1.79886944e+00 -1.16594087e-02 
 2.88022389e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -5.00991871e-04  1.79912140e+00  1.79776704e+00  1.79902110e+00 -7.00001640e-03 
 2.88025120e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.91815153e-04  1.80008864e+00  1.79915390e+00  1.80033565e+00  1.83150536e-03 
 2.88028151e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.19407803e-04  1.80186608e+00  1.80275097e+00  1.80450602e+00 -2.07195689e-02 
 2.88031662e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.09085271e-04  1.80362419e+00  1.80857449e+00  1.81570404e+00  1.20119368e-01 
 2.88035937e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.41209431e-05  1.80041815e+00  1.83467153e+00  1.84475862e+00  9.46528550e-01 
 2.88039932e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.81362802e-05  1.73449426e+00  1.79103374e+00  1.63832062e+00  1.64895121e+00 
 2.88044262e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.50667401e-06  1.75414566e+00  1.22964513e+00  1.33766842e+00  1.80976355e+00 
 2.88048376e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.46601113e-05  1.92654806e+00  3.52444278e-01  1.52704164e+00  1.81841571e+00 
 2.88051123e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.16865171e-06  1.86665621e+00  1.96121715e-01  1.71492482e+00  1.81095141e+00 
 2.88054359e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.20948915e-07  1.19629779e+00  6.33890807e-01  1.78068204e+00  1.79762642e+00 
 2.88057482e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -5.12041303e-06  3.93021438e-01  1.16018908e+00  1.79589460e+00  1.79445776e+00 
 2.88060287e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  9.51952316e-06  7.23077582e-02  1.52594677e+00  1.79859450e+00  1.79473705e+00 
 2.88063216e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -9.72863897e-10  1.36407001e-02  1.71916997e+00  1.79987722e+00  1.79619972e+00 
 2.88066625e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.03037505e-06  2.98582449e-03  1.78290446e+00  1.79975624e+00  1.79749212e+00 
 2.88070669e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -6.06543276e-07 -3.64479060e-04  1.79748426e+00  1.80016662e+00  1.79850608e+00 
 2.88078756e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.29771707e-07  6.36547882e-04  1.79944860e+00  1.79983763e+00  1.79937534e+00 
