 time            v(A0)           v(A1)           v(A2)           v(A3)           v(B0)           v(B1)           v(B2)           v(B3)           v(Cin)          v(S0)           v(S1)           v(S2)           v(S3)           v(C4)          
 1.38015596e-06  1.80000000e+00  7.92678463e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.08993909e-04  1.79999256e+00  1.79997712e+00  1.79999676e+00 -1.13978816e-05 
 1.38018549e-06  1.80000000e+00  2.61118897e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.79015442e-03  1.79997404e+00  1.79999013e+00  1.79999994e+00  2.49396640e-06 
 1.38020000e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.75447896e-03  1.79997121e+00  1.79997584e+00  1.79999820e+00 -9.69989354e-06 
 1.38020441e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.75470714e-03  1.79998316e+00  1.79996055e+00  1.79999695e+00 -1.76035395e-05 
 1.38021322e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.60707058e-03  1.79998650e+00  1.79991494e+00  1.79999344e+00 -4.31983660e-05 
 1.38023084e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.73143678e-03  1.79996651e+00  1.79990618e+00  1.79999942e+00 -1.23159164e-05 
 1.38026015e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.29306652e-04  1.79981594e+00  1.80002324e+00  1.80000739e+00  4.78493624e-05 
 1.38029068e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.09402098e-03  1.80019036e+00  1.80010151e+00  1.80000177e+00  8.76614131e-06 
 1.38032023e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.98695035e-03  1.80092131e+00  1.80012804e+00  1.80000155e+00 -2.59988797e-06 
 1.38035236e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.00274415e-03  1.80065920e+00  1.80014351e+00  1.79999608e+00 -1.03005090e-05 
 1.38039566e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.41083016e-02  1.80012132e+00  1.79842383e+00  1.80000025e+00  1.77264186e-06 
 1.38043755e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  7.44349532e-02  1.79684306e+00  1.80179950e+00  1.79999785e+00 -1.25451922e-05 
 1.38048152e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  6.46745335e-01  1.77664610e+00  1.83588433e+00  1.80000280e+00  1.52259394e-05 
 1.38052337e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.33961132e+00  1.79298816e+00  1.70347683e+00  1.79999629e+00 -1.55736398e-05 
 1.38056875e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.71677196e+00  1.88211757e+00  8.02500367e-01  1.80000390e+00  1.56278514e-05 
 1.38060787e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.78936558e+00  1.64722970e+00  1.20371518e-01  1.79999788e+00 -1.23101613e-05 
 1.38064721e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79820369e+00  7.71706254e-01  5.37085125e-03  1.80000095e+00  7.55574310e-06 
 1.38068000e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79940619e+00  1.67229397e-01  4.11600481e-03  1.79999942e+00 -4.22024834e-06 
 1.38071311e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79946837e+00  1.54446709e-02 -1.64087989e-02  1.79999952e+00  2.81607951e-06 
 1.38075432e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79973873e+00  2.60583540e-03  5.10830970e-02  1.80000142e+00  7.70681706e-07 
 1.38079214e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79957927e+00  2.50007633e-04  5.32326005e-01  1.80000027e+00 -3.00898075e-07 
 1.38082878e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79978406e+00 -3.09145267e-04  1.16328033e+00  1.79999869e+00 -1.14096514e-06 
 1.38087678e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79962198e+00  4.21734189e-04  1.67583426e+00  1.79999987e+00  1.15832391e-06 
 1.38092781e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79982410e+00 -4.34560422e-04  1.80122084e+00  1.80000113e+00 -2.83574213e-07 
 1.38099590e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79966638e+00  4.36166379e-04  1.79868246e+00  1.79999889e+00 -7.14925396e-07 
 1.38107323e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79986389e+00 -4.22506457e-04  1.80064692e+00  1.80000068e+00  1.15109179e-06 
 1.38120732e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79972131e+00  4.20654048e-04  1.79915154e+00  1.79999939e+00 -1.26323473e-06 
 1.38147550e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79993310e+00 -4.14576441e-04  1.80052920e+00  1.80000051e+00  1.34814362e-06 
 1.38190607e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79980356e+00  4.13585960e-04  1.79927709e+00  1.79999946e+00 -1.33232641e-06 
 1.38274291e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000969e+00 -4.11991009e-04  1.80054916e+00  1.80000048e+00  1.37859799e-06 
 1.38441658e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79987323e+00  4.11455901e-04  1.79935180e+00  1.79999947e+00 -1.34615687e-06 
 1.38776393e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80005964e+00 -4.11216612e-04  1.80058375e+00  1.80000047e+00  1.38495971e-06 
 1.39010000e-06  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79989911e+00  4.10706890e-04  1.79938269e+00  1.79999948e+00 -1.35103834e-06 
 1.39011000e-06  1.62000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79997020e+00  1.07058850e-04  1.79990986e+00  1.79999972e+00 -6.49291428e-07 
 1.39013000e-06  1.26000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79997936e+00 -1.10341984e-05  1.79998614e+00  1.80000023e+00  1.36219492e-06 
 1.39017000e-06  5.40000000e-01  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80001352e+00  2.46973067e-05  1.79995533e+00  1.80000008e+00  2.22685891e-07 
 1.39020000e-06  1.44306789e-12  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000464e+00 -2.79433859e-05  1.80000531e+00  1.79999922e+00 -3.10903482e-06 
 1.39020639e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000518e+00 -2.83999764e-05  1.79997787e+00  1.79999777e+00 -1.10231671e-05 
 1.39021916e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79996839e+00 -6.43537704e-05  1.79995386e+00  1.79999570e+00 -2.14678725e-05 
 1.39024471e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79969810e+00 -2.92587992e-06  1.79997799e+00  1.80000177e+00  1.10312706e-05 
 1.39028126e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79981267e+00  9.97488334e-05  1.80000015e+00  1.80000473e+00  1.84716174e-05 
 1.39031482e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80259016e+00  2.58581540e-04  1.79998331e+00  1.79999878e+00 -6.12937871e-06 
 1.39035051e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80300744e+00 -6.73437698e-05  1.79999364e+00  1.79999890e+00 -5.19558838e-07 
 1.39039436e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79262338e+00 -6.13051168e-03  1.79995953e+00  1.79999845e+00 -5.37744122e-06 
 1.39043784e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.76236114e+00  2.08270195e-03  1.80010657e+00  1.80000084e+00  1.72261879e-06 
 1.39047908e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.74696277e+00  8.81422029e-03  1.79982680e+00  1.79999958e+00 -1.94300829e-06 
 1.39052330e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.81565861e+00 -3.48516118e-02  1.79752840e+00  1.80000027e+00  3.30606344e-07 
 1.39057021e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.92116246e+00  2.14423479e-01  1.81677562e+00  1.80000024e+00 -6.50904072e-07 
 1.39061509e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.20427596e+00  9.15950890e-01  1.84591021e+00  1.80000047e+00  5.65611358e-06 
 1.39065865e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.31273399e-01  1.48006993e+00  1.37814633e+00  1.79999783e+00 -1.03815684e-05 
 1.39068936e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.77738123e-02  1.64302684e+00  7.20434398e-01  1.80000218e+00  1.10200561e-05 
 1.39071493e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  8.74564939e-03  1.76010230e+00  5.57444721e-01  1.79999957e+00 -6.11926639e-06 
 1.39074317e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.80363596e-03  1.90484933e+00  8.81943807e-01  1.80000145e+00  4.81180495e-06 
 1.39077507e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -3.05628045e-04  1.78927013e+00  1.35875107e+00  1.79999775e+00 -5.28102930e-06 
 1.39080850e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  8.30613402e-04  1.03649242e+00  1.67553787e+00  1.80000043e+00  4.69698769e-06 
 1.39083899e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -5.83720628e-04  3.12093872e-01  1.76653648e+00  1.80000025e+00 -2.65854093e-06 
 1.39087083e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  6.19133833e-04  3.67361799e-02  1.79118216e+00  1.80000053e+00  2.14334421e-06 
 1.39090190e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -4.80786592e-04  8.35035631e-03  1.79706110e+00  1.79999956e+00 -1.96733935e-06 
 1.39094789e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.87198967e-04  7.48655292e-04  1.79881577e+00  1.80000020e+00  1.77945463e-06 
 1.39098979e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -4.12467025e-04 -7.24175326e-04  1.79921671e+00  1.79999975e+00 -1.49549466e-06 
 1.39107361e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.15564724e-04  8.77679160e-04  1.79930964e+00  1.80000015e+00  1.38816401e-06 
 1.39124125e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -3.96043399e-04 -8.84901074e-04  1.79966137e+00  1.79999981e+00 -1.30046501e-06 
 1.39156755e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95730426e-04  8.98984530e-04  1.79969763e+00  1.80000013e+00  1.30712234e-06 
 1.39222015e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -3.92133877e-04 -9.01059493e-04  1.79993662e+00  1.79999981e+00 -1.25569551e-06 
 1.39352535e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.91374795e-04  9.02959150e-04  1.79987124e+00  1.80000013e+00  1.28518234e-06 
 1.39613576e-06  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -3.90698753e-04 -9.03642882e-04  1.80003079e+00  1.79999982e+00 -1.24481230e-06 
 1.40000000e-06  3.81164826e-12  3.81164826e-12  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.90384119e-04  9.04687319e-04  1.79991800e+00  1.80000013e+00  1.27912681e-06 
 1.40001000e-06  1.80000000e-01  1.80000000e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.27827716e-04  2.31147085e-04  1.79998936e+00  1.80000023e+00  1.23542800e-06 
 1.40003000e-06  5.40000000e-01  5.40000000e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -9.02145531e-06 -3.73266549e-05  1.79998219e+00  1.79999960e+00 -1.81325207e-06 
 1.40006355e-06  1.14394507e+00  1.14394507e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -7.01210416e-05  3.10121081e-05  1.79996480e+00  1.79999944e+00 -2.68797957e-06 
 1.40009708e-06  1.74736470e+00  1.74736470e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.08017278e-04 -5.64122403e-05  1.80000946e+00  1.80000278e+00  1.49174059e-05 
 1.40010000e-06  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -3.73397727e-05  3.57493624e-05  1.80002010e+00  1.80000533e+00  2.68386913e-05 
 1.40010348e-06  1.80000000e+00  1.80000000e+00  1.73736651e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.89196943e-05  5.85983428e-05  1.80002714e+00  1.80000432e+00  3.03223989e-05 
 1.40011044e-06  1.80000000e+00  1.80000000e+00  1.61209952e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.45629995e-04  1.11966640e-04  1.80005185e+00  1.80000640e+00  3.75277770e-05 
 1.40012197e-06  1.80000000e+00  1.80000000e+00  1.40453796e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.89749103e-04  1.57495311e-04  1.80007510e+00  1.80000551e+00  1.33419078e-05 
 1.40014503e-06  1.80000000e+00  1.80000000e+00  9.89414848e-01  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.24850085e-04  9.55930041e-05  1.80001556e+00  1.79999348e+00 -3.61632823e-05 
 1.40017505e-06  1.80000000e+00  1.80000000e+00  4.49186998e-01  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -9.57189972e-04 -2.71764566e-04  1.79990212e+00  1.79999680e+00 -1.53773535e-05 
 1.40020000e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.70132537e-03 -7.36769325e-04  1.79986839e+00  1.79998811e+00 -1.80818653e-05 
 1.40020354e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.77253768e-03 -7.36134063e-04  1.79988043e+00  1.79997899e+00 -3.16823542e-05 
 1.40021061e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.78612865e-03 -7.03355642e-04  1.79988244e+00  1.79994801e+00 -8.18971879e-05 
 1.40022475e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.24911067e-03 -5.42483069e-04  1.79988894e+00  1.79995005e+00 -7.00445991e-05 
 1.40025166e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.29976651e-04 -7.41986169e-05  1.79966433e+00  1.80006776e+00  1.10111583e-04 
 1.40028645e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.65401210e-03  7.41451209e-04  1.80011236e+00  1.80009932e+00  5.28365804e-05 
 1.40031487e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.95039220e-03  1.03799201e-03  1.80211690e+00  1.79997259e+00 -2.82784702e-05 
 1.40034317e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.72948662e-03  1.86896931e-03  1.80228479e+00  1.80013936e+00 -2.41596708e-05 
 1.40037507e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -8.08189765e-03  2.47424569e-03  1.80104157e+00  1.80024633e+00 -1.11607297e-05 
 1.40040852e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -3.22641695e-02  9.94546775e-04  1.79703021e+00  1.79689509e+00 -1.97423139e-05 
 1.40043759e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  5.03995920e-02 -2.41794326e-02  1.78699263e+00  1.79421065e+00  3.54650657e-05 
 1.40047090e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.87331553e-01 -6.43852269e-02  1.76991142e+00  1.80843756e+00 -1.99413736e-05 
 1.40050567e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.08926246e+00  2.77849514e-01  1.75135484e+00  1.87321102e+00  8.05193091e-06 
 1.40054177e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.54442735e+00  1.03084237e+00  1.76081487e+00  1.59157914e+00 -1.58390258e-05 
 1.40057854e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.75433195e+00  1.57944784e+00  1.83100278e+00  6.74258635e-01  2.34594428e-05 
 1.40060729e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.78725170e+00  1.73421230e+00  1.92273420e+00  1.50963252e-01 -1.24969912e-05 
 1.40063691e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79690728e+00  1.78313839e+00  1.77214292e+00  2.12347949e-02 -1.76835752e-06 
 1.40066991e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79893610e+00  1.79657620e+00  1.00251158e+00  4.43893753e-03  6.46048577e-08 
 1.40069910e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79977525e+00  1.79906625e+00  3.14569979e-01  6.74319877e-03  2.40546350e-06 
 1.40072947e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79958805e+00  1.79984246e+00  4.36029939e-02 -7.58692997e-03  1.22804501e-06 
 1.40076146e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79990888e+00  1.79992239e+00  8.70923796e-03 -6.40309032e-02 -2.44700243e-06 
 1.40080154e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79967760e+00  1.80005057e+00  1.07295002e-03  1.47403337e-01  4.99510292e-06 
 1.40084412e-06  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.79991393e+00  1.79997144e+00 -4.04378425e-04  9.91677613e-01 -2.28509567e-06 
