 time            v(CLK)          v(A0i)          v(A1i)          v(A2i)          v(A3i)          v(A4i)          v(B0i)          v(B1i)          v(B2i)          v(B3i)          v(B4i)          v(Cini)         v(S0o)          v(S1o)          v(S2o)          v(S3o)          v(S4o)          v(Couto)       
 3.43984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.52534902e-06  2.94271007e-05  1.19635071e-05 -2.15911167e-06 -3.79332817e-07  1.80000743e+00 
 3.44084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.12376436e-06 -1.92582583e-05 -1.15596705e-05  2.29036352e-06  7.63007268e-07  1.79997856e+00 
 3.44184378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.48190196e-06  2.73205267e-05  1.13574833e-05 -1.68083450e-06 -1.72276505e-07  1.80000683e+00 
 3.44284378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.08204877e-06 -1.74479154e-05 -1.09751100e-05  1.83989968e-06  5.63708586e-07  1.79997938e+00 
 3.44384378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.44133534e-06  2.53546951e-05  1.07939362e-05 -1.25634764e-06  1.80205740e-08  1.80000628e+00 
 3.44484378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.04310105e-06 -1.57599891e-05 -1.04342992e-05  1.44139264e-06  3.83104165e-07  1.79998013e+00 
 3.44584378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.40344774e-06  2.35155828e-05  1.02749145e-05 -8.82147363e-07  1.88368411e-07  1.80000577e+00 
 3.44684378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -2.00672768e-06 -1.41824305e-05 -9.93818866e-06  1.09129085e-06  2.23076420e-07  1.79998084e+00 
 3.44784378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.36805189e-06  2.17916054e-05  9.80045630e-06 -5.54588547e-07  3.37910763e-07  1.80000531e+00 
 3.44884378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.97274870e-06 -1.27056179e-05 -9.48609312e-06  7.85866278e-07  8.36779892e-08  1.79998150e+00 
 3.44984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.33497348e-06  2.01734644e-05  9.36933663e-06 -2.69853147e-07  4.67208948e-07  1.80000489e+00 
 3.45084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.94099652e-06 -1.13218276e-05 -9.07633171e-06  5.21245438e-07 -3.61123504e-08  1.79998212e+00 
 3.45184378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.30405026e-06  1.86541586e-05  8.97935081e-06 -2.40206838e-08  5.77621965e-07  1.80000450e+00 
 3.45284378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.91131523e-06 -1.00251673e-05 -8.70619260e-06  2.93502845e-07 -1.37924098e-07  1.79998269e+00 
 3.45384378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.27513123e-06  1.72295240e-05  8.62744942e-06  1.86827752e-07  6.70659672e-07  1.80000414e+00 
 3.45484378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.88355958e-06 -8.81166577e-06 -8.37247083e-06  9.87663728e-08 -2.24240407e-07  1.79998323e+00 
 3.45584378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.24807569e-06  1.58875610e-05  8.31036365e-06  3.66508542e-07  7.49711244e-07  1.80000382e+00 
 3.45684378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.85759434e-06 -7.67017171e-06 -8.07610870e-06 -6.66899692e-08 -2.95912348e-07  1.79998373e+00 
 3.45784378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.22275269e-06  1.46232721e-05  8.02358990e-06  5.18653183e-07  8.15303528e-07  1.80000352e+00 
 3.45884378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.83329359e-06 -6.59930617e-06 -7.80513188e-06 -2.06542717e-07 -3.55917777e-07  1.79998420e+00 
 3.45984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.19904031e-06  1.34358496e-05  7.76683679e-06  6.47138738e-07  8.68839606e-07  1.80000325e+00 
 3.46084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.81054017e-06 -5.59700660e-06 -7.56118990e-06 -3.24517469e-07 -4.04437172e-07  1.79998464e+00 
 3.46184378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.17682509e-06  1.23210881e-05  7.53557535e-06  7.55213148e-07  9.13117262e-07  1.80000300e+00 
 3.46284378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.78922496e-06 -4.65940942e-06 -7.34137599e-06 -4.23417942e-07 -4.44241377e-07  1.79998505e+00 
 3.46384378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.15600138e-06  1.12749506e-05  7.32707302e-06  8.45302645e-07  9.48427161e-07  1.80000278e+00 
 3.46484378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.76924649e-06 -3.78285872e-06 -7.14309793e-06 -5.05596120e-07 -4.75983395e-07  1.79998544e+00 
 3.46584378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.13647100e-06  1.02935857e-05  7.13887581e-06  9.19980810e-07  9.76374223e-07  1.80000257e+00 
 3.46684378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.75051035e-06 -2.96397110e-06 -6.96402275e-06 -5.73342161e-07 -5.00975211e-07  1.79998580e+00 
 3.46784378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.11814254e-06  9.37340300e-06  6.96877433e-06  9.80378086e-07  9.98118210e-07  1.80000238e+00 
 3.46884378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.73292871e-06 -2.19954806e-06 -6.80205164e-06 -6.27795174e-07 -5.20273728e-07  1.79998614e+00 
 3.46984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.10093098e-06  8.51099959e-06  6.81478639e-06  1.03003194e-06  1.01463701e-06  1.80000221e+00 
 3.47084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.71641992e-06 -1.48655417e-06 -6.65531135e-06 -6.72185928e-07 -5.34784910e-07  1.79998646e+00 
 3.47184378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.08475736e-06  7.70304765e-06  6.67515169e-06  1.06938917e-06  1.02677330e-06  1.80000206e+00 
 3.47284378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.70090807e-06 -8.21789131e-07 -6.52213957e-06 -7.07327285e-07 -5.45292720e-07  1.79998676e+00 
 3.47384378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.06954819e-06  6.94610116e-06  6.54830146e-06  1.10031021e-06  1.03525955e-06  1.80000192e+00 
 3.47484378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.68632258e-06 -2.02263890e-07 -6.40104787e-06 -7.34745049e-07 -5.52477889e-07  1.79998704e+00 
 3.47584378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.05523520e-06  6.23713292e-06  6.43282978e-06  1.12414376e-06  1.04072471e-06  1.80000179e+00 
 3.47684378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.67259790e-06  3.74695980e-07 -6.29070647e-06 -7.55669204e-07 -5.56917753e-07  1.79998730e+00 
 3.47784378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.04175495e-06  5.57338029e-06  6.32748648e-06  1.14203226e-06  1.04369935e-06  1.80000168e+00 
 3.47884378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.65967303e-06  9.11542319e-07 -6.18993784e-06 -7.71160705e-07 -5.59097855e-07  1.79998755e+00 
 3.47984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.02904847e-06  4.95224582e-06  6.23116726e-06  1.15495753e-06  1.04462774e-06  1.80000157e+00 
 3.48084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.64749142e-06  1.41063595e-06 -6.09770301e-06 -7.82122513e-07 -5.59426452e-07  1.79998779e+00 
 3.48184378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.01706114e-06  4.37121798e-06  6.14289810e-06  1.16375184e-06  1.04388900e-06  1.80000148e+00 
 3.48284378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.63600071e-06  1.87426356e-06 -6.01308570e-06 -7.89320922e-07 -5.58254988e-07  1.79998801e+00 
 3.48384378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  2.00574247e-06  3.82787808e-06  6.06182008e-06  1.16912273e-06  1.04180678e-06  1.80000140e+00 
 3.48484378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.62515250e-06  2.30462437e-06 -5.93527738e-06 -7.93408280e-07 -5.55879857e-07  1.79998821e+00 
 3.48584378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.99504552e-06  3.31991126e-06  5.98717364e-06  1.17167280e-06  1.03865311e-06  1.80000133e+00 
 3.48684378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.61490159e-06  2.70382112e-06 -5.86356181e-06 -7.94940346e-07 -5.52550562e-07  1.79998841e+00 
 3.48784378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.98492659e-06  2.84511224e-06  5.91828635e-06  1.17191515e-06  1.03465686e-06  1.80000127e+00 
 3.48884378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.60520589e-06  3.07385542e-06 -5.79730587e-06 -7.94388078e-07 -5.48476633e-07  1.79998859e+00 
 3.48984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.97534479e-06  2.40138755e-06  5.85456357e-06  1.17028028e-06  1.03000976e-06  1.80000121e+00 
 3.49084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.59602613e-06  3.41662600e-06 -5.73599945e-06 -7.92144564e-07 -5.43833247e-07  1.79998877e+00 
 3.49184378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.96626211e-06  1.98675532e-06  5.79549910e-06  1.16713046e-06  1.02487182e-06  1.80000116e+00 
 3.49284378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.58732569e-06  3.73392900e-06 -5.67897368e-06 -7.88545621e-07 -5.38766263e-07  1.79998894e+00 
 3.49384378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.95764313e-06  1.59934392e-06  5.74052268e-06  1.16277750e-06  1.01937588e-06  1.80000111e+00 
 3.49484378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.57907055e-06  4.02745957e-06 -5.62595222e-06 -7.83879137e-07 -5.33396615e-07  1.79998910e+00 
 3.49584378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.94945488e-06  1.23738875e-06  5.68936555e-06  1.15750242e-06  1.01363173e-06  1.80000107e+00 
 3.49684378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.57122905e-06  4.29881477e-06 -5.57654938e-06 -7.78417947e-07 -5.27823941e-07  1.79998925e+00 
 3.49784378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.94166681e-06  8.99186414e-07  5.64162491e-06  1.15150463e-06  1.00773055e-06  1.80000104e+00 
 3.49884378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.56377186e-06  4.54965953e-06 -5.53040498e-06 -7.72291060e-07 -5.22131510e-07  1.79998939e+00 
 3.49984378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.93425053e-06  5.82877073e-07  5.59698525e-06  1.14493759e-06  1.00174606e-06  1.80000101e+00 
 3.50084378e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00 -1.55667175e-06  4.78173303e-06 -5.48716905e-06 -7.65678408e-07 -5.16384058e-07  1.79998953e+00 
 3.50100000e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.91561592e-06 -1.03340245e-07  5.44694249e-06  1.12643383e-06  9.85035733e-07  1.80000076e+00 
 3.50104363e-07  1.72145856e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.72145856e+00 -3.04466160e-05 -2.80024900e-05 -2.83098589e-05 -3.10812678e-05 -3.11402927e-05  1.79996585e+00 
 3.50113090e-07  1.56437568e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.56437568e+00 -3.38430967e-05 -3.39018592e-05 -3.48608343e-05 -3.62638137e-05 -3.63546033e-05  1.79996544e+00 
 3.50130544e-07  1.25020993e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.25020993e+00  2.72716105e-05  2.85986410e-05  2.19241784e-05  2.53699980e-05  2.57040867e-05  1.80002263e+00 
 3.50165451e-07  6.21878421e-01  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.21878421e-01  9.89747825e-05  1.09979116e-04  1.03846527e-04  1.11083565e-04  1.07960007e-04  1.80008182e+00 
 3.50200000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  2.03593640e-04  2.25878075e-04  2.15112351e-04  2.29292484e-04  2.19296813e-04  1.80015927e+00 
 3.50206439e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  8.80621559e-05  1.00222816e-04  1.04977315e-04  7.98741057e-05  7.87144161e-05  1.80004592e+00 
 3.50219317e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -5.28414072e-04 -5.49573957e-04 -4.84730825e-04 -6.10863457e-04 -6.14211950e-04  1.79946057e+00 
 3.50245074e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -2.08729604e-03 -2.10521740e-03 -1.97531769e-03 -2.21229488e-03 -2.22686221e-03  1.79814309e+00 
 3.50272828e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -1.75448572e-03 -1.92646214e-03 -2.05169947e-03 -1.88214190e-03 -1.90877393e-03  1.79860750e+00 
 3.50304077e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  2.11883137e-03  2.05380833e-03  1.32240459e-03  2.49719330e-03  2.54581282e-03  1.80424823e+00 
 3.50338803e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.19182738e-03  1.01130454e-02  8.46402005e-03  1.02394074e-02  1.06616320e-02  1.82609521e+00 
 3.50381327e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.04164705e-02  1.12113722e-02  1.06643942e-02  9.12985075e-03  9.09704055e-03  1.83755010e+00 
 3.50425012e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -1.81880578e-03  3.83819938e-03 -2.58975344e-04 -2.71252981e-03 -2.84059214e-03  1.82358372e+00 
 3.50466389e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -4.54518991e-03  2.34300133e-03 -4.33793163e-03 -3.25804735e-03 -3.31504341e-03  1.80814251e+00 
 3.50509169e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -2.95044736e-06  3.21027967e-03  5.76009753e-04  1.40376104e-03  1.27998015e-03  1.80072314e+00 
 3.50556221e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00 -3.31859686e-04 -1.06752841e-03 -1.45502222e-03 -1.99725534e-03 -1.96960651e-03  1.80197560e+00 
