 time            v(CLK)          v(A0i)          v(A1i)          v(A2i)          v(A3i)          v(A4i)          v(B0i)          v(B1i)          v(B2i)          v(B3i)          v(B4i)          v(Cini)         v(S0o)          v(S1o)          v(S2o)          v(S3o)          v(S4o)          v(Couto)       
 5.05808913e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -5.55170210e-05  1.80065569e+00  1.79943187e+00  1.79933135e+00  1.79924926e+00  1.79948141e+00 
 5.06404597e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.09069221e-05  1.80003051e+00  1.80069667e+00  1.80082231e+00  1.80087487e+00  1.80074942e+00 
 5.07226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -7.27973640e-06  1.79960821e+00  1.79936296e+00  1.79924401e+00  1.79919155e+00  1.79932258e+00 
 5.08226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.89827209e-06  1.80052968e+00  1.80060189e+00  1.80071841e+00  1.80076902e+00  1.80064317e+00 
 5.09226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.58701605e-06  1.79940447e+00  1.79943539e+00  1.79932285e+00  1.79927517e+00  1.79939414e+00 
 5.10226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.96594650e-06  1.80061814e+00  1.80053136e+00  1.80064029e+00  1.80068553e+00  1.80057264e+00 
 5.11226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.86714301e-07  1.79938756e+00  1.79950331e+00  1.79939905e+00  1.79935690e+00  1.79946280e+00 
 5.12226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.45136643e-06  1.80059451e+00  1.80046585e+00  1.80056595e+00  1.80060557e+00  1.80050579e+00 
 5.13226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.27374611e-07  1.79943426e+00  1.79956566e+00  1.79947046e+00  1.79943383e+00  1.79952693e+00 
 5.14226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.52267361e-06  1.80053595e+00  1.80040634e+00  1.80049721e+00  1.80053138e+00  1.80044415e+00 
 5.15226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.82970781e-07  1.79949776e+00  1.79962183e+00  1.79953579e+00  1.79950438e+00  1.79958548e+00 
 5.16226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.62169033e-06  1.80047112e+00  1.80035312e+00  1.80043489e+00  1.80046401e+00  1.80038836e+00 
 5.17226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -4.72324500e-07  1.79956117e+00  1.79967179e+00  1.79959461e+00  1.79956797e+00  1.79963811e+00 
 5.18226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.62112167e-06  1.80040995e+00  1.80030601e+00  1.80037913e+00  1.80040372e+00  1.80033850e+00 
 5.19226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -4.54512004e-07  1.79961901e+00  1.79971586e+00  1.79964699e+00  1.79962459e+00  1.79968493e+00 
 5.20226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.52337684e-06  1.80035532e+00  1.80026461e+00  1.80032970e+00  1.80035027e+00  1.80029433e+00 
 5.21226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.52703884e-07  1.79967000e+00  1.79975450e+00  1.79969328e+00  1.79967461e+00  1.79972629e+00 
 5.22226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.35916323e-06  1.80030757e+00  1.80022839e+00  1.80028616e+00  1.80030324e+00  1.80025544e+00 
 5.23226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.99090696e-07  1.79971435e+00  1.79978823e+00  1.79973397e+00  1.79971852e+00  1.79976262e+00 
 5.24226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.15777261e-06  1.80026618e+00  1.80019683e+00  1.80024798e+00  1.80026204e+00  1.80022135e+00 
 5.25226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.88530493e-08  1.79975274e+00  1.79981761e+00  1.79976958e+00  1.79975691e+00  1.79979442e+00 
 5.26226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.93997752e-06  1.80023039e+00  1.80016939e+00  1.80021462e+00  1.80022610e+00  1.80019157e+00 
 5.27226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.71230452e-07  1.79978593e+00  1.79984312e+00  1.79980066e+00  1.79979037e+00  1.79982218e+00 
 5.28226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.71887658e-06  1.80019945e+00  1.80014558e+00  1.80018554e+00  1.80019483e+00  1.80016560e+00 
 5.29226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.60991723e-07  1.79981463e+00  1.79986525e+00  1.79982773e+00  1.79981945e+00  1.79984635e+00 
 5.30226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.50214947e-06  1.80017271e+00  1.80012494e+00  1.80016025e+00  1.80016768e+00  1.80014302e+00 
 5.31226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  5.44620103e-07  1.79983945e+00  1.79988442e+00  1.79985126e+00  1.79984468e+00  1.79986737e+00 
 5.32226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.29404443e-06  1.80014957e+00  1.80010708e+00  1.80013828e+00  1.80014414e+00  1.80012340e+00 
 5.33226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.19004579e-07  1.79986094e+00  1.79990100e+00  1.79987169e+00  1.79986654e+00  1.79988562e+00 
 5.34226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  3.09669476e-06  1.80012954e+00  1.80009162e+00  1.80011922e+00  1.80012376e+00  1.80010637e+00 
 5.35226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.82697135e-07  1.79987955e+00  1.79991535e+00  1.79988941e+00  1.79988546e+00  1.79990145e+00 
 5.36226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.91094896e-06  1.80011219e+00  1.80007827e+00  1.80010270e+00  1.80010614e+00  1.80009160e+00 
 5.37226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.03524132e-06  1.79989568e+00  1.79992775e+00  1.79990476e+00  1.79990182e+00  1.79991517e+00 
 5.38226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.73690671e-06  1.80009714e+00  1.80006673e+00  1.80008840e+00  1.80009091e+00  1.80007881e+00 
 5.39226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.17674654e-06  1.79990966e+00  1.79993846e+00  1.79991805e+00  1.79991595e+00  1.79992706e+00 
 5.40226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.57425349e-06  1.80008410e+00  1.80005676e+00  1.80007601e+00  1.80007776e+00  1.80006774e+00 
 5.41226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.30762561e-06  1.79992179e+00  1.79994770e+00  1.79992955e+00  1.79992816e+00  1.79993735e+00 
 5.42226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.42245766e-06  1.80007279e+00  1.80004816e+00  1.80006530e+00  1.80006640e+00  1.80005815e+00 
 5.43226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.42844904e-06  1.79993231e+00  1.79995568e+00  1.79993951e+00  1.79993868e+00  1.79994626e+00 
 5.44226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.28089185e-06  1.80006297e+00  1.80004074e+00  1.80005603e+00  1.80005661e+00  1.80004986e+00 
 5.45226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.53983747e-06  1.79994144e+00  1.79996257e+00  1.79994811e+00  1.79994777e+00  1.79995396e+00 
 5.46226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.14890525e-06  1.80005445e+00  1.80003434e+00  1.80004802e+00  1.80004816e+00  1.80004268e+00 
 5.47226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.64242438e-06  1.79994938e+00  1.79996850e+00  1.79995554e+00  1.79995559e+00  1.79996062e+00 
 5.48226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.02585010e-06  1.80004704e+00  1.80002882e+00  1.80004110e+00  1.80004089e+00  1.80003648e+00 
 5.49226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.73682952e-06  1.79995627e+00  1.79997362e+00  1.79996197e+00  1.79996234e+00  1.79996638e+00 
 5.50226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.91110287e-06  1.80004062e+00  1.80002406e+00  1.80003513e+00  1.80003462e+00  1.80003113e+00 
 5.51226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.82364387e-06  1.79996225e+00  1.79997803e+00  1.79996751e+00  1.79996815e+00  1.79997135e+00 
 5.52226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80407409e-06  1.80003504e+00  1.80001997e+00  1.80002997e+00  1.80002923e+00  1.80002650e+00 
 5.53226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.90342332e-06  1.79996744e+00  1.79998183e+00  1.79997230e+00  1.79997315e+00  1.79997565e+00 
 5.54226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.70421195e-06  1.80003020e+00  1.80001644e+00  1.80002552e+00  1.80002458e+00  1.80002251e+00 
 5.55226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.97668684e-06  1.79997195e+00  1.79998510e+00  1.79997643e+00  1.79997745e+00  1.79997935e+00 
 5.56226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.61100659e-06  1.80002600e+00  1.80001340e+00  1.80002168e+00  1.80002059e+00  1.80001906e+00 
 5.57226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.04390969e-06  1.79997585e+00  1.79998792e+00  1.79997999e+00  1.79998115e+00  1.79998255e+00 
 5.58226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.52385445e-06  1.80002237e+00  1.80001079e+00  1.80001837e+00  1.80001715e+00  1.80001607e+00 
 5.59226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.10601297e-06  1.79997923e+00  1.79999033e+00  1.79998306e+00  1.79998434e+00  1.79998530e+00 
 5.60226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.44166367e-06  1.80001922e+00  1.80000854e+00  1.80001552e+00  1.80001420e+00  1.80001350e+00 
 5.61226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.16379799e-06  1.79998216e+00  1.79999241e+00  1.79998571e+00  1.79998707e+00  1.79998769e+00 
 5.62226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.36402712e-06  1.80001649e+00  1.80000662e+00  1.80001306e+00  1.80001167e+00  1.80001129e+00 
 5.63226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.21740832e-06  1.79998469e+00  1.79999420e+00  1.79998799e+00  1.79998941e+00  1.79998975e+00 
 5.64226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.29088125e-06  1.80001414e+00  1.80000496e+00  1.80001093e+00  1.80000950e+00  1.80000938e+00 
 5.65226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.26689721e-06  1.79998687e+00  1.79999573e+00  1.79998994e+00  1.79999142e+00  1.79999152e+00 
 5.66226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.22212828e-06  1.80001211e+00  1.80000354e+00  1.80000911e+00  1.80000763e+00  1.80000773e+00 
 5.67226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.31239498e-06  1.79998876e+00  1.79999704e+00  1.79999164e+00  1.79999315e+00  1.79999305e+00 
 5.68226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.15759304e-06  1.80001036e+00  1.80000232e+00  1.80000754e+00  1.80000603e+00  1.80000631e+00 
 5.69226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.35409516e-06  1.79999038e+00  1.79999816e+00  1.79999309e+00  1.79999463e+00  1.79999437e+00 
 5.70226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.09705470e-06  1.80000885e+00  1.80000128e+00  1.80000620e+00  1.80000466e+00  1.80000509e+00 
 5.71226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.39222183e-06  1.79999178e+00  1.79999913e+00  1.79999434e+00  1.79999590e+00  1.79999550e+00 
 5.72226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.04027452e-06  1.80000754e+00  1.80000039e+00  1.80000504e+00  1.80000349e+00  1.80000405e+00 
 5.73226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.42700792e-06  1.79999299e+00  1.79999995e+00  1.79999542e+00  1.79999698e+00  1.79999647e+00 
 5.74226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  9.87012445e-07  1.80000642e+00  1.79999962e+00  1.80000404e+00  1.80000248e+00  1.80000315e+00 
 5.75226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.45868107e-06  1.79999403e+00  1.80000066e+00  1.79999634e+00  1.79999791e+00  1.79999731e+00 
 5.76226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  9.35705915e-07  1.80000546e+00  1.79999898e+00  1.80000319e+00  1.80000163e+00  1.80000237e+00 
 5.77226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.48935424e-06  1.79999493e+00  1.80000126e+00  1.79999713e+00  1.79999870e+00  1.79999802e+00 
 5.78226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.86383907e-07  1.80000462e+00  1.79999842e+00  1.80000246e+00  1.80000090e+00  1.80000171e+00 
 5.79226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.51504450e-06  1.79999570e+00  1.80000177e+00  1.79999780e+00  1.79999937e+00  1.79999864e+00 
 5.80226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.44181037e-07  1.80000391e+00  1.79999796e+00  1.80000184e+00  1.80000027e+00  1.80000114e+00 
 5.81226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.53427394e-06  1.79999636e+00  1.80000220e+00  1.79999838e+00  1.79999994e+00  1.79999916e+00 
 5.82226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.08536474e-07  1.80000330e+00  1.79999756e+00  1.80000130e+00  1.79999974e+00  1.80000066e+00 
 5.83226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.54944945e-06  1.79999693e+00  1.80000256e+00  1.79999887e+00  1.80000043e+00  1.79999961e+00 
 5.84226792e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.76111171e-07  1.80000277e+00  1.79999722e+00  1.80000085e+00  1.79999930e+00  1.80000024e+00 
